Price,Adj Close,Close,High,Low,Open,Volume
Ticker,^NSEI,^NSEI,^NSEI,^NSEI,^NSEI,^NSEI
Date,,,,,,
2014-04-01 00:00:00+00:00,6721.05,6721.05,6732.25,6675.45,6729.5,177800
2014-04-02 00:00:00+00:00,6752.55,6752.55,6763.5,6723.6,6757.6,173300
2014-04-03 00:00:00+00:00,6736.1,6736.1,6776.75,6696.9,6772.05,197500
2014-04-04 00:00:00+00:00,6694.35,6694.35,6741.85,6685.15,6741.85,155100
2014-04-07 00:00:00+00:00,6695.05,6695.05,6725.15,6650.4,6694.25,133900
2014-04-09 00:00:00+00:00,6796.2,6796.2,6808.7,6705.1,6722,169800
2014-04-10 00:00:00+00:00,6796.4,6796.4,6819.05,6777.3,6803.05,191100
2014-04-11 00:00:00+00:00,6776.3,6776.3,6789.35,6743.15,6758.35,140700
2014-04-15 00:00:00+00:00,6733.1,6733.1,6813.4,6711.75,6792.7,123200
2014-04-16 00:00:00+00:00,6675.3,6675.3,6748.65,6665.15,6727.25,119800
2014-04-17 00:00:00+00:00,6779.4,6779.4,6783.05,6684.4,6695.45,131500
2014-04-21 00:00:00+00:00,6817.65,6817.65,6825.45,6786.9,6789.25,111800
2014-04-22 00:00:00+00:00,6815.35,6815.35,6838,6806.25,6822.9,114700
2014-04-23 00:00:00+00:00,6840.8,6840.8,6861.6,6820.75,6823.25,183000
2014-04-25 00:00:00+00:00,6782.75,6782.75,6869.85,6772.85,6855.8,154300
2014-04-28 00:00:00+00:00,6761.25,6761.25,6786.25,6750.3,6778.55,118200
2014-04-29 00:00:00+00:00,6715.25,6715.25,6779.7,6708.65,6769,115500
2014-04-30 00:00:00+00:00,6696.4,6696.4,6780.15,6656.8,6724.95,161100
2014-05-02 00:00:00+00:00,6694.8,6694.8,6737.65,6689.5,6709.95,114300
2014-05-05 00:00:00+00:00,6699.35,6699.35,6741.05,6680.45,6681.65,105000
2014-05-06 00:00:00+00:00,6715.3,6715.3,6743.45,6701.9,6719.25,88300
2014-05-07 00:00:00+00:00,6652.55,6652.55,6718.75,6642.9,6708.6,114100
2014-05-08 00:00:00+00:00,6659.85,6659.85,6688.4,6638.55,6669.9,101600
2014-05-09 00:00:00+00:00,6858.8,6858.8,6871.35,6652.15,6654.15,166400
2014-05-12 00:00:00+00:00,7014.25,7014.25,7020.05,6862.9,6863.4,157700
2014-05-13 00:00:00+00:00,7108.75,7108.75,7172.35,7067.15,7080,232200
2014-05-14 00:00:00+00:00,7108.75,7108.75,7142.25,7080.9,7112,177200
2014-05-15 00:00:00+00:00,7123.15,7123.15,7152.55,7082.55,7111.3,186800
2014-05-16 00:00:00+00:00,7203,7203,7563.5,7130.65,7270.2,393200
2014-05-19 00:00:00+00:00,7263.55,7263.55,7291.1,7193.55,7276.85,316200
2014-05-20 00:00:00+00:00,7275.5,7275.5,7353.65,7247.7,7309.95,255300
2014-05-21 00:00:00+00:00,7252.9,7252.9,7287.15,7206.7,7274.85,203100
2014-05-22 00:00:00+00:00,7276.4,7276.4,7319.55,7258.15,7289.95,240900
2014-05-23 00:00:00+00:00,7367.1,7367.1,7381,7293.9,7306.5,259600
2014-05-26 00:00:00+00:00,7359.05,7359.05,7504,7269.05,7428.75,273200
2014-05-27 00:00:00+00:00,7318,7318,7372.95,7274.75,7363.1,168600
2014-05-28 00:00:00+00:00,7329.65,7329.65,7344.75,7302.6,7324.95,175600
2014-05-29 00:00:00+00:00,7235.65,7235.65,7325.4,7224.4,7316.6,241100
2014-05-30 00:00:00+00:00,7229.95,7229.95,7272.5,7118.45,7254.85,312200
2014-06-02 00:00:00+00:00,7362.5,7362.5,7368.6,7239.5,7264.05,169900
2014-06-03 00:00:00+00:00,7415.85,7415.85,7424.95,7342.15,7375.35,234700
2014-06-04 00:00:00+00:00,7402.25,7402.25,7433.3,7391.35,7417.55,204600
2014-06-05 00:00:00+00:00,7474.1,7474.1,7484.7,7360.5,7399.75,250700
2014-06-06 00:00:00+00:00,7583.4,7583.4,7592.7,7497.65,7521.5,248400
2014-06-09 00:00:00+00:00,7654.6,7654.6,7673.7,7580.25,7621.65,231900
2014-06-10 00:00:00+00:00,7656.4,7656.4,7683.2,7579.3,7679.05,188700
2014-06-11 00:00:00+00:00,7626.85,7626.85,7700.05,7589.05,7672.4,186200
2014-06-12 00:00:00+00:00,7649.9,7649.9,7658,7593.8,7641.3,148200
2014-06-13 00:00:00+00:00,7542.1,7542.1,7678.5,7525.35,7668.2,174500
2014-06-16 00:00:00+00:00,7533.55,7533.55,7548.6,7487.55,7534.8,155400
2014-06-17 00:00:00+00:00,7631.7,7631.7,7637.6,7509.25,7525.05,158000
2014-06-18 00:00:00+00:00,7558.2,7558.2,7663,7515.5,7636.05,165100
2014-06-19 00:00:00+00:00,7540.7,7540.7,7606.45,7502.55,7580.05,148900
2014-06-20 00:00:00+00:00,7511.45,7511.45,7560.55,7497.3,7543.3,124100
2014-06-23 00:00:00+00:00,7493.35,7493.35,7534.8,7441.6,7514,127400
2014-06-24 00:00:00+00:00,7580.2,7580.2,7593.35,7515.2,7515.2,137000
2014-06-25 00:00:00+00:00,7569.25,7569.25,7589.25,7557.05,7588.55,115000
2014-06-26 00:00:00+00:00,7493.2,7493.2,7570.2,7481.3,7554.1,171700
2014-06-27 00:00:00+00:00,7508.8,7508.8,7538.75,7482.3,7514.2,126700
2014-06-30 00:00:00+00:00,7611.35,7611.35,7623.65,7531.6,7534.05,152300
2014-07-01 00:00:00+00:00,7634.7,7634.7,7649.5,7618.15,7629,139400
2014-07-02 00:00:00+00:00,7725.15,7725.15,7732.4,7677.3,7683.05,136300
2014-07-03 00:00:00+00:00,7714.8,7714.8,7754.65,7706.8,7734.35,133800
2014-07-04 00:00:00+00:00,7751.6,7751.6,7758,7661.3,7718.1,113100
2014-07-07 00:00:00+00:00,7787.15,7787.15,7792,7755.1,7780.4,173900
2014-07-08 00:00:00+00:00,7623.2,7623.2,7808.85,7595.9,7804.05,180600
2014-07-09 00:00:00+00:00,7585,7585,7650.1,7551.65,7637.95,168300
2014-07-10 00:00:00+00:00,7567.75,7567.75,7731.05,7479.05,7589.5,258400
2014-07-11 00:00:00+00:00,7459.6,7459.6,7625.85,7447.2,7584.1,187600
2014-07-14 00:00:00+00:00,7454.15,7454.15,7478.45,7422.15,7469,135200
2014-07-15 00:00:00+00:00,7526.65,7526.65,7534.9,7459.15,7491.3,122100
2014-07-16 00:00:00+00:00,7624.4,7624.4,7640.1,7532.45,7564.15,168000
2014-07-17 00:00:00+00:00,7640.45,7640.45,7655.65,7612.7,7612.7,141600
2014-07-18 00:00:00+00:00,7663.9,7663.9,7685,7595.5,7630.25,134600
2014-07-21 00:00:00+00:00,7684.2,7684.2,7722.1,7674,7701.65,105400
2014-07-22 00:00:00+00:00,7767.85,7767.85,7773.85,7704.8,7708.2,120100
2014-07-23 00:00:00+00:00,7795.75,7795.75,7809.2,7752.9,7794.9,122100
2014-07-24 00:00:00+00:00,7830.6,7830.6,7835.65,7771.65,7796.25,117600
2014-07-25 00:00:00+00:00,7790.45,7790.45,7840.95,7748.6,7828.2,153900
2014-07-28 00:00:00+00:00,7748.7,7748.7,7799.9,7722.65,7792.9,116500
2014-07-30 00:00:00+00:00,7791.4,7791.4,7798.7,7707.6,7746.2,178100
2014-07-31 00:00:00+00:00,7721.3,7721.3,7791.85,7711.15,7784.65,208900
2014-08-01 00:00:00+00:00,7602.6,7602.6,7716.7,7593.9,7662.5,181100
2014-08-04 00:00:00+00:00,7683.65,7683.65,7694.8,7622.05,7639.55,137000
2014-08-05 00:00:00+00:00,7746.55,7746.55,7752.45,7638.05,7706.65,128200
2014-08-06 00:00:00+00:00,7672.05,7672.05,7740.95,7658.95,7726.15,116400
2014-08-07 00:00:00+00:00,7649.25,7649.25,7708.95,7630.4,7651.15,116800
2014-08-08 00:00:00+00:00,7568.55,7568.55,7592.45,7540.1,7588.7,118400
2014-08-11 00:00:00+00:00,7625.95,7625.95,7635.55,7598.6,7619.85,107000
2014-08-12 00:00:00+00:00,7727.05,7727.05,7735.75,7654.8,7688.8,120600
2014-08-13 00:00:00+00:00,7739.55,7739.55,7757.1,7695.7,7717.3,154100
2014-08-14 00:00:00+00:00,7791.7,7791.7,7796.7,7739.1,7756.15,127300
2014-08-18 00:00:00+00:00,7874.25,7874.25,7880.5,7779.2,7785.25,126700
2014-08-19 00:00:00+00:00,7897.5,7897.5,7918.55,7881.15,7901,140600
2014-08-20 00:00:00+00:00,7875.3,7875.3,7922.7,7864.05,7915.8,117300
2014-08-21 00:00:00+00:00,7891.1,7891.1,7919.65,7855.95,7875.35,115200
2014-08-22 00:00:00+00:00,7913.2,7913.2,7929.05,7900.05,7904.55,104100
2014-08-25 00:00:00+00:00,7906.3,7906.3,7968.25,7897.95,7931.75,118500
2014-08-26 00:00:00+00:00,7904.75,7904.75,7915.45,7862.45,7874.5,142800
2014-08-27 00:00:00+00:00,7936.05,7936.05,7946.85,7916.55,7933.9,120000
2014-08-28 00:00:00+00:00,7954.35,7954.35,7967.8,7939.2,7942.25,189700
2014-09-01 00:00:00+00:00,8027.7,8027.7,8035,7984,7990.35,139300
2014-09-02 00:00:00+00:00,8083.05,8083.05,8101.95,8036.55,8038.6,134900
2014-09-03 00:00:00+00:00,8114.6,8114.6,8141.9,8092.25,8110.85,150700
2014-09-04 00:00:00+00:00,8095.95,8095.95,8114.8,8060.9,8114.2,141300
2014-09-05 00:00:00+00:00,8086.85,8086.85,8122.7,8049.85,8099.9,126000
2014-09-08 00:00:00+00:00,8173.9,8173.9,8180.2,8126.15,8132.95,120700
2014-09-09 00:00:00+00:00,8152.95,8152.95,8174.55,8126.5,8161.9,104700
2014-09-10 00:00:00+00:00,8094.1,8094.1,8135.75,8082.1,8135.55,107100
2014-09-11 00:00:00+00:00,8085.7,8085.7,8127.95,8057.3,8115.15,122800
2014-09-12 00:00:00+00:00,8105.5,8105.5,8114.3,8071.6,8087.05,111400
2014-09-15 00:00:00+00:00,8042,8042,8077.3,8030,8070.35,96500
2014-09-16 00:00:00+00:00,7932.9,7932.9,8044.9,7925.15,8036.6,128000
2014-09-17 00:00:00+00:00,7975.5,7975.5,7990.65,7936.95,7971.5,123700
2014-09-18 00:00:00+00:00,8114.75,8114.75,8120.85,7939.7,7950.65,116900
2014-09-19 00:00:00+00:00,8121.45,8121.45,8160.9,8105.35,8129.4,161300
2014-09-22 00:00:00+00:00,8146.3,8146.3,8159.9,8064.8,8084.45,105500
2014-09-23 00:00:00+00:00,8017.55,8017.55,8159.75,8008.1,8144.4,140800
2014-09-24 00:00:00+00:00,8002.4,8002.4,8042.05,7950.05,8015.55,182200
2014-09-25 00:00:00+00:00,7911.85,7911.85,8019.3,7877.35,8003.3,231900
2014-09-26 00:00:00+00:00,7968.85,7968.85,7993.3,7841.8,7885.85,147800
2014-09-29 00:00:00+00:00,7958.9,7958.9,7991.75,7934.7,7978.45,97300
2014-09-30 00:00:00+00:00,7964.8,7964.8,8030.9,7923.85,7948.8,141100
2014-10-01 00:00:00+00:00,7945.55,7945.55,7977.5,7936.7,7960.5,113000
2014-10-07 00:00:00+00:00,7852.4,7852.4,7943.05,7842.7,7897.4,148200
2014-10-08 00:00:00+00:00,7842.7,7842.7,7869.9,7815.75,7828.75,135900
2014-10-09 00:00:00+00:00,7960.55,7960.55,7972.35,7886.5,7886.5,123800
2014-10-10 00:00:00+00:00,7859.95,7859.95,7924.05,7848.45,7911,142900
2014-10-13 00:00:00+00:00,7884.25,7884.25,7901.15,7796,7831,118800
2014-10-14 00:00:00+00:00,7864,7864,7928,7825.45,7923.25,225500
2014-10-16 00:00:00+00:00,7748.2,7748.2,7893.9,7729.65,7837.3,213500
2014-10-17 00:00:00+00:00,7779.7,7779.7,7819.2,7723.85,7733.75,177600
2014-10-20 00:00:00+00:00,7879.4,7879.4,7905.95,7856.95,7896.95,176200
2014-10-21 00:00:00+00:00,7927.75,7927.75,7936.6,7874.35,7906.15,163400
2014-10-22 00:00:00+00:00,7995.9,7995.9,8005,7974.55,7997.8,151100
2014-10-27 00:00:00+00:00,7991.7,7991.7,8064.4,7985.65,8064.35,132800
2014-10-28 00:00:00+00:00,8027.6,8027.6,8037.8,7995.05,8002.4,124100
2014-10-29 00:00:00+00:00,8090.45,8090.45,8097.95,8052.25,8077.05,148300
2014-10-30 00:00:00+00:00,8169.2,8169.2,8181.55,8085.2,8085.2,205700
2014-10-31 00:00:00+00:00,8322.2,8322.2,8330.75,8198.05,8200.8,176200
2014-11-03 00:00:00+00:00,8324.15,8324.15,8350.6,8297.65,8348.15,141100
2014-11-05 00:00:00+00:00,8338.3,8338.3,8365.55,8323.5,8351.25,161600
2014-11-07 00:00:00+00:00,8337,8337,8360.35,8290.25,8331.85,153400
2014-11-10 00:00:00+00:00,8344.25,8344.25,8383.05,8304.45,8337.8,130700
2014-11-11 00:00:00+00:00,8362.65,8362.65,8378.7,8321.85,8354.1,122000
2014-11-12 00:00:00+00:00,8383.3,8383.3,8415.05,8370.5,8378.9,125200
2014-11-13 00:00:00+00:00,8357.85,8357.85,8408,8320.35,8405.25,127400
2014-11-14 00:00:00+00:00,8389.9,8389.9,8400.65,8346.8,8360.7,146800
2014-11-17 00:00:00+00:00,8430.75,8430.75,8438.1,8349.1,8378.4,113900
2014-11-18 00:00:00+00:00,8425.9,8425.9,8454.5,8407.25,8441.25,134700
2014-11-19 00:00:00+00:00,8382.3,8382.3,8455.65,8360.5,8440.65,125400
2014-11-20 00:00:00+00:00,8401.9,8401.9,8410.85,8353.15,8406.5,122800
2014-11-21 00:00:00+00:00,8477.35,8477.35,8489.8,8398.6,8408.2,137000
2014-11-24 00:00:00+00:00,8530.15,8530.15,8534.65,8490.8,8490.95,140700
2014-11-25 00:00:00+00:00,8463.1,8463.1,8535.35,8429.45,8530.8,271900
2014-11-26 00:00:00+00:00,8475.75,8475.75,8500.3,8438.65,8450.3,151900
2014-11-27 00:00:00+00:00,8494.2,8494.2,8506.75,8456.35,8477.8,194300
2014-11-28 00:00:00+00:00,8588.25,8588.25,8617,8516.25,8516.8,197200
2014-12-01 00:00:00+00:00,8555.9,8555.9,8623,8545.15,8605.1,152000
2014-12-02 00:00:00+00:00,8524.7,8524.7,8560.2,8504.65,8535.45,137400
2014-12-03 00:00:00+00:00,8537.65,8537.65,8546.95,8508.35,8528.7,153200
2014-12-04 00:00:00+00:00,8564.4,8564.4,8626.95,8526.4,8582.4,143500
2014-12-05 00:00:00+00:00,8538.3,8538.3,8588.35,8523.9,8584.25,143300
2014-12-08 00:00:00+00:00,8438.25,8438.25,8546.35,8432.25,8538.65,163800
2014-12-09 00:00:00+00:00,8340.7,8340.7,8444.5,8330.5,8439.3,146300
2014-12-10 00:00:00+00:00,8355.65,8355.65,8376.8,8317,8318.05,136700
2014-12-11 00:00:00+00:00,8292.9,8292.9,8348.3,8272.4,8338.85,133900
2014-12-12 00:00:00+00:00,8224.1,8224.1,8321.9,8216.3,8302,138100
2014-12-15 00:00:00+00:00,8219.6,8219.6,8242.4,8152.5,8160.75,137100
2014-12-16 00:00:00+00:00,8067.6,8067.6,8189.35,8052.6,8172.6,197300
2014-12-17 00:00:00+00:00,8029.8,8029.8,8082,7961.35,8041.2,216200
2014-12-18 00:00:00+00:00,8159.3,8159.3,8174.3,8084.9,8138.9,162100
2014-12-19 00:00:00+00:00,8225.2,8225.2,8263.45,8208.6,8230.45,174800
2014-12-22 00:00:00+00:00,8324,8324,8330.95,8228.2,8255,139200
2014-12-23 00:00:00+00:00,8267,8267,8364.75,8252.85,8324.6,132200
2014-12-24 00:00:00+00:00,8174.1,8174.1,8286.4,8155.25,8272.05,221900
2014-12-26 00:00:00+00:00,8200.7,8200.7,8234.55,8147.95,8204.8,75500
2014-12-29 00:00:00+00:00,8246.3,8246.3,8279.15,8214.7,8214.7,82100
2014-12-30 00:00:00+00:00,8248.25,8248.25,8268.25,8220.55,8260.3,77700
2014-12-31 00:00:00+00:00,8282.7,8282.7,8291,8243.75,8243.9,84500
2015-01-02 00:00:00+00:00,8395.45,8395.45,8410.6,8288.7,8288.7,101900
2015-01-05 00:00:00+00:00,8378.4,8378.4,8445.6,8363.9,8407.95,118200
2015-01-06 00:00:00+00:00,8127.35,8127.35,8327.85,8111.35,8325.3,172800
2015-01-07 00:00:00+00:00,8102.1,8102.1,8151.2,8065.45,8118.65,164100
2015-01-08 00:00:00+00:00,8234.6,8234.6,8243.5,8167.3,8191.4,143800
2015-01-09 00:00:00+00:00,8284.5,8284.5,8303.3,8190.8,8285.45,148000
2015-01-12 00:00:00+00:00,8323,8323,8332.6,8245.6,8291.35,103200
2015-01-13 00:00:00+00:00,8299.4,8299.4,8356.65,8267.9,8346.15,129600
2015-01-14 00:00:00+00:00,8277.55,8277.55,8326.45,8236.65,8307.25,146100
2015-01-15 00:00:00+00:00,8494.15,8494.15,8527.1,8380.55,8424.5,232100
2015-01-16 00:00:00+00:00,8513.8,8513.8,8530.75,8452.25,8504.05,176000
2015-01-19 00:00:00+00:00,8550.7,8550.7,8570.95,8531.5,8550.05,125400
2015-01-20 00:00:00+00:00,8695.6,8695.6,8707.9,8574.5,8575.1,158700
2015-01-21 00:00:00+00:00,8729.5,8729.5,8741.85,8689.6,8719.65,185900
2015-01-22 00:00:00+00:00,8761.4,8761.4,8774.15,8727,8745.85,175500
2015-01-23 00:00:00+00:00,8835.6,8835.6,8866.4,8795.4,8827.95,191200
2015-01-27 00:00:00+00:00,8910.5,8910.5,8925.05,8825.45,8871.35,192000
2015-01-28 00:00:00+00:00,8914.3,8914.3,8985.05,8874.05,8902.75,185100
2015-01-29 00:00:00+00:00,8952.35,8952.35,8966.65,8861.25,8901.5,256300
2015-01-30 00:00:00+00:00,8808.9,8808.9,8996.6,8775.1,8996.6,267300
2015-02-02 00:00:00+00:00,8797.4,8797.4,8840.8,8751.1,8802.5,210100
2015-02-03 00:00:00+00:00,8756.55,8756.55,8837.3,8726.65,8823.15,208700
2015-02-04 00:00:00+00:00,8723.7,8723.7,8792.85,8704.4,8789.15,195300
2015-02-05 00:00:00+00:00,8711.7,8711.7,8838.45,8683.65,8733.1,173600
2015-02-06 00:00:00+00:00,8661.05,8661.05,8726.2,8645.55,8696.85,171300
2015-02-09 00:00:00+00:00,8526.35,8526.35,8605.55,8516.35,8584.4,146800
2015-02-10 00:00:00+00:00,8565.55,8565.55,8646.25,8470.5,8478.1,196200
2015-02-11 00:00:00+00:00,8627.4,8627.4,8651.95,8593.65,8603.3,161600
2015-02-12 00:00:00+00:00,8711.55,8711.55,8732.55,8599.25,8676.95,158800
2015-02-13 00:00:00+00:00,8805.5,8805.5,8822.1,8729.65,8741.5,221900
2015-02-16 00:00:00+00:00,8809.35,8809.35,8870.1,8793.4,8831.4,136400
2015-02-18 00:00:00+00:00,8869.1,8869.1,8894.3,8808.9,8811.55,147600
2015-02-19 00:00:00+00:00,8895.3,8895.3,8913.45,8794.45,8883.05,213300
2015-02-20 00:00:00+00:00,8833.6,8833.6,8899.95,8816.3,8895.5,197600
2015-02-23 00:00:00+00:00,8754.95,8754.95,8869,8736.1,8856.85,139600
2015-02-24 00:00:00+00:00,8762.1,8762.1,8800.5,8726.75,8772.9,149800
2015-02-25 00:00:00+00:00,8767.25,8767.25,8840.65,8751.4,8801.9,135200
2015-02-26 00:00:00+00:00,8683.85,8683.85,8786.05,8669.45,8779,217500
2015-02-27 00:00:00+00:00,8844.6,8844.6,8856.95,8717.45,8729.5,249500
2015-03-02 00:00:00+00:00,8956.75,8956.75,8972.35,8885.45,8953.85,218100
2015-03-03 00:00:00+00:00,8996.25,8996.25,9008.4,8925.55,8962.85,177800
2015-03-04 00:00:00+00:00,8922.65,8922.65,9119.2,8893.95,9109.15,248400
2015-03-05 00:00:00+00:00,8937.75,8937.75,8957.55,8849.35,8929.4,160100
2015-03-09 00:00:00+00:00,8756.75,8756.75,8891.3,8740.45,8891.15,155500
2015-03-10 00:00:00+00:00,8712.05,8712.05,8778,8677.35,8769.75,163800
2015-03-11 00:00:00+00:00,8699.95,8699.95,8755.6,8682.35,8728.75,172800
2015-03-12 00:00:00+00:00,8776,8776,8787.2,8732.9,8740.65,173900
2015-03-13 00:00:00+00:00,8647.75,8647.75,8849.75,8631.75,8844.05,179200
2015-03-16 00:00:00+00:00,8633.15,8633.15,8663.55,8612,8656.75,163300
2015-03-17 00:00:00+00:00,8723.3,8723.3,8742.55,8630.8,8689.1,177000
2015-03-18 00:00:00+00:00,8685.9,8685.9,8747.25,8664,8742.9,156400
2015-03-19 00:00:00+00:00,8634.65,8634.65,8788.2,8614.65,8749.45,163500
2015-03-20 00:00:00+00:00,8570.9,8570.9,8627.9,8553,8627.9,174600
2015-03-23 00:00:00+00:00,8550.9,8550.9,8608.35,8540.55,8591.55,150700
2015-03-24 00:00:00+00:00,8542.95,8542.95,8627.75,8535.85,8537.05,156700
2015-03-25 00:00:00+00:00,8530.8,8530.8,8573.75,8516.55,8568.9,161000
2015-03-26 00:00:00+00:00,8342.15,8342.15,8499.45,8325.35,8474.95,280100
2015-03-27 00:00:00+00:00,8341.4,8341.4,8413.2,8269.15,8396,193000
2015-03-30 00:00:00+00:00,8492.3,8492.3,8492.3,8380.75,8390.95,134700
2015-03-31 00:00:00+00:00,8491,8491,8550.45,8454.15,8527.6,167200
2015-04-01 00:00:00+00:00,8586.25,8586.25,8603.4,8464.75,8483.7,125500
2015-04-06 00:00:00+00:00,8659.9,8659.9,8667.55,8573.75,8615.8,146900
2015-04-07 00:00:00+00:00,8660.3,8660.3,8693.6,8586.85,8684.45,148700
2015-04-08 00:00:00+00:00,8714.4,8714.4,8730.5,8679.8,8698.95,148200
2015-04-09 00:00:00+00:00,8778.3,8778.3,8785.5,8682.45,8756.2,152700
2015-04-10 00:00:00+00:00,8780.35,8780.35,8787.4,8733.6,8774.35,139000
2015-04-13 00:00:00+00:00,8834,8834,8841.65,8762.1,8801.75,121600
2015-04-16 00:00:00+00:00,8706.7,8706.7,8760,8645.65,8757.05,142900
2015-04-17 00:00:00+00:00,8606,8606,8699.85,8596.7,8698.05,150400
2015-04-20 00:00:00+00:00,8448.1,8448.1,8619.95,8422.75,8618.8,148900
2015-04-21 00:00:00+00:00,8377.75,8377.75,8469.35,8352.7,8416.1,407800
