Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits,Rolling Mean,Rolling std,Bollinger High,Bollinger Low,Garch forecast,Position BB,,
2025-01-21 20:00:00+00:00,3332.190918,3336.802246,3306.266846,3307.406006,0,0,0,3282.787,37.45182815,3357.690656,3207.883343,0.549623522,,,
2025-01-21 21:00:00+00:00,3312.086182,3334.283203,3303.755371,3332.025146,126275584,0,0,3286.936328,38.10736188,3363.151052,3210.721604,0.562211883,,,
2025-01-21 22:00:00+00:00,3332.015381,3345.79248,3328.124756,3340.023682,0,0,0,3291.254553,39.02037706,3369.295307,3213.213799,0.513888358,,,
2025-01-21 23:00:00+00:00,3334.09668,3334.09668,3310.97998,3325.743164,334784512,0,0,3294.655139,38.90852465,3372.472188,3216.83809,0.489607884,,,
2025-01-22 00:00:00+00:00,3327.859131,3362.796143,3325.703857,3360.012939,15347712,0,0,3300.559399,39.44206249,3379.443524,3221.675274,0.570987726,,,
2025-01-22 01:00:00+00:00,3362.164795,3362.164795,3324.821777,3324.821777,0,0,0,3305.771948,34.94727106,3375.66649,3235.877406,0.653959612,,,
2025-01-22 02:00:00+00:00,3328.977051,3344.368652,3324.586914,3341.428223,0,0,0,3310.914978,31.97931678,3374.873612,3246.956344,0.615863447,,,
2025-01-22 03:00:00+00:00,3341.823242,3346.813965,3329.81665,3331.469482,0,0,0,3315.025183,28.75925155,3372.543686,3257.50668,0.56614035,,,
2025-01-22 04:00:00+00:00,3330.704834,3331.873779,3318.727539,3328.675537,0,0,0,3319.079297,24.08903203,3367.257361,3270.901233,0.512760564,,,
2025-01-22 05:00:00+00:00,3331.80249,3338.719971,3319.969727,3319.969727,0,0,0,3321.552234,21.2069397,3363.966113,3279.138354,0.474347776,,,
2025-01-22 06:00:00+00:00,3319.370117,3322.660889,3306.316895,3309.013916,0,0,0,3321.979675,20.84256665,3363.664809,3280.294542,0.446151526,,,
2025-01-22 07:00:00+00:00,3308.996338,3310.397949,3288.812012,3289.038818,0,0,0,3321.323962,21.68827714,3364.700517,3277.947408,0.453886787,,,
2025-01-22 08:00:00+00:00,3288.145996,3299.388672,3275.194092,3298.289063,146413568,0,0,3321.048157,21.95620437,3364.960565,3277.135748,0.423064662,,,
2025-01-22 09:00:00+00:00,3298.912842,3302.428467,3292.261719,3298.207031,0,0,0,3320.826794,22.17287263,3365.17254,3276.481049,0.387526372,,,
2025-01-22 10:00:00+00:00,3297.724854,3306.099121,3291.282959,3305.118164,0,0,0,3322.073706,20.39683563,3362.867377,3281.280035,0.361301773,,,
2025-01-22 11:00:00+00:00,3306.173096,3328.594971,3304.284668,3328.594971,0,0,0,3324.02749,18.93337129,3361.894233,3286.160748,0.393628865,,,
2025-01-22 12:00:00+00:00,3325.307129,3328.318604,3311.945557,3316.945068,0,0,0,3324.246582,18.81873351,3361.884049,3286.609115,0.37810826,,,
2025-01-22 13:00:00+00:00,3316.463623,3317.719971,3283.638184,3286.005127,86032384,0,0,3321.046313,19.63153348,3360.30938,3281.783247,0.45806135,,,
2025-01-22 14:00:00+00:00,3286.340088,3309.999023,3273.331543,3297.438965,0,0,0,3318.604517,19.36372463,3357.331966,3279.877067,0.431654844,,,
2025-01-22 15:00:00+00:00,3289.53833,3302.368652,3271.427002,3283.487305,0,0,0,3316.185706,20.60215513,3357.390016,3274.981395,0.417946001,,,
2025-01-22 16:00:00+00:00,3281.302734,3281.302734,3263.238037,3277.325928,0,0,0,3314.681702,22.30445527,3359.290612,3270.072791,0.388220478,,,
2025-01-22 17:00:00+00:00,3277.839111,3286.217285,3274.408203,3285.046387,0,0,0,3312.332764,22.84892304,3358.03061,3266.634918,0.363713751,,,
2025-01-22 18:00:00+00:00,3285.032715,3287.724854,3243.459473,3248.849609,0,0,0,3307.77406,25.92202961,3359.618119,3255.930001,0.487647699,-1,,
2025-01-22 19:00:00+00:00,3251.689941,3277.998291,3251.624512,3261.328857,100063232,0,0,3304.553345,27.52404572,3359.601436,3249.505253,0.460382368,,,
2025-01-22 20:00:00+00:00,3262.678711,3274.869141,3255.046875,3259.924561,0,0,0,3299.548926,25.96451659,3351.477959,3247.619893,0.420752432,,,
2025-01-22 21:00:00+00:00,3255.645996,3263.38501,3242.496582,3257.731445,0,0,0,3296.194409,26.84643986,3349.887289,3242.501529,0.386915442,,,
2025-01-22 22:00:00+00:00,3258.547363,3263.869873,3242.139404,3244.47876,0,0,0,3291.346936,27.00131179,3345.34956,3237.344312,0.377493026,,,
2025-01-22 23:00:00+00:00,3236.336182,3244.879395,3223.966064,3239.299316,0,0,0,3286.738428,27.65074943,3342.039927,3231.436929,0.352019622,,,
2025-01-23 00:00:00+00:00,3241.239502,3258.188477,3238.245605,3256.349609,0,0,0,3283.122131,26.58642519,3336.294982,3229.949281,0.358077138,,,
2025-01-23 01:00:00+00:00,3253.179688,3254.687256,3221.39502,3231.393066,0,0,0,3278.693298,27.48758737,3333.668473,3223.718124,0.404314499,,,
2025-01-23 02:00:00+00:00,3232.751709,3233.591309,3206.04126,3221.51001,432007168,0,0,3274.318103,29.31096767,3332.940038,3215.696168,0.38366837,,,
2025-01-23 03:00:00+00:00,3219.841797,3238.765381,3216.184326,3224.65918,50792448,0,0,3271.099121,31.09035728,3333.279836,3208.918407,0.354951165,,,
2025-01-23 04:00:00+00:00,3224.864014,3227.547363,3186.244873,3194.250977,368259072,0,0,3265.897217,34.78561729,3335.468451,3196.325982,0.438301872,-1,,
2025-01-23 05:00:00+00:00,3194.250977,3217.303223,3194.184082,3212.421875,123621376,0,0,3261.607959,35.86412785,3333.336215,3189.879703,0.438313364,,,
2025-01-23 06:00:00+00:00,3212.438721,3222.424316,3203.655273,3204.911377,64538624,0,0,3256.59762,36.46034047,3329.518301,3183.676939,0.408264979,,,
2025-01-23 07:00:00+00:00,3205.26123,3229.6604,3198.316895,3229.6604,0,0,0,3251.650891,32.69505425,3317.041,3186.260783,0.443825905,,,
2025-01-23 08:00:00+00:00,3229.810547,3230.143555,3208.790527,3209.971191,0,0,0,3246.302197,30.0981396,3306.498476,3186.105918,0.451927538,,,
2025-01-23 09:00:00+00:00,3209.379395,3219.175293,3192.188721,3193.836426,21757952,0,0,3241.693762,30.74825046,3303.190263,3180.197261,0.444211322,,,
2025-01-23 10:00:00+00:00,3194.489014,3209.955566,3189.101318,3198.508301,151670784,0,0,3236.747229,29.22844313,3295.204115,3178.290343,0.408579716,,,
2025-01-23 11:00:00+00:00,3202.188965,3213.384766,3196.912109,3211.36377,122863616,0,0,3233.141052,27.55982105,3288.260694,3178.02141,0.393587776,,,
